image_path,condition,item_type
data/fresh/FreshApple/fresh_FreshApple_184.jpg,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_185.jpg,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_186.jpg,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_187.jpg,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_188.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_189.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_190.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_191.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_192.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_193.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_194.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_195.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_196.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_197.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_198.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_199.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_200.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_201.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_202.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_203.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_204.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_205.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_206.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_207.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_208.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_209.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_210.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_211.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_212.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_213.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_214.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_215.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_216.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_217.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_218.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_219.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_220.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_221.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_222.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_223.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_224.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_225.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_226.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_227.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_228.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_229.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_230.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_231.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_232.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_233.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_234.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_235.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_236.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_237.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_238.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_239.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_240.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_241.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_242.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_243.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_244.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_245.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_246.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_247.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_248.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_249.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_250.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_251.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_252.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_253.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_254.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_255.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_256.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_257.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_258.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_259.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_260.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_261.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_262.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_263.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_264.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_265.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_266.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_267.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_268.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_269.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_270.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_271.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_272.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_273.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_274.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_275.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_276.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_277.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_278.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_279.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_280.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_281.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_282.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_283.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_284.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_285.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_286.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_287.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_288.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_289.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_290.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_291.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_292.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_293.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_294.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_295.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_296.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_297.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_298.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_299.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_300.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_301.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_302.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_303.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_304.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_305.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_306.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_307.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_308.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_309.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_310.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_311.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_312.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_313.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_314.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_315.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_316.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_317.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_318.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_319.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_320.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_321.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_322.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_323.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_324.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_325.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_326.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_327.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_328.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_329.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_330.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_331.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_332.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_333.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_334.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_335.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_336.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_337.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_338.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_339.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_340.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_341.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_342.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_343.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_344.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_345.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_346.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_347.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_348.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_349.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_350.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_351.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_352.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_353.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_354.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_355.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_356.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_357.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_358.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_359.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_360.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_361.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_362.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_363.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_364.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_365.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_366.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_367.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_368.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_369.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_370.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_371.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_372.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_373.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_374.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_375.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_376.png,fresh,FreshApple
data/fresh/FreshApple/fresh_FreshApple_377.png,fresh,FreshApple
